"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","32000","","","","0"
"2007/2008","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2007/2008","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","11762","","","","0"
"2007/2008","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","13309","","","","0"
"2007/2008","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","13344","","","","0"
"2007/2008","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","11989","","","","0"
"2007/2008","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","12349","","","","0"
"2007/2008","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","13174","","","","0"
"2007/2008","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","21829","","","","0"
"2007/2008","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","12691","","","","0"
"2007/2008","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","13105","","","","0"
"2007/2008","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","13045","","","","0"
"2007/2008","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","14715","","","","0"
"2007/2008","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","11943","","","","0"
"2007/2008","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","40217","","","","0"
"2007/2008","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","50670","","","","0"
"2007/2008","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","15078","","","","0"
"2007/2008","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","12964","","","","0"
"2007/2008","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","16266","","","","0"
"2007/2008","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","16463","","","","0"
"2007/2008","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","16039","","","","0"
"2007/2008","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","16440","","","","0"
"2007/2008","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","16791","","","","0"
"2007/2008","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","16126","","","","0"
"2007/2008","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","18891","","","","0"
"2007/2008","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","16029","","","","0"
"2007/2008","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","16753","","","","0"
"2007/2008","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","15867","","","","0"
"2007/2008","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","17347","","","","0"
"2007/2008","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","15671","","","","0"
"2007/2008","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","16096","","","","0"
"2007/2008","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","17345","","","","0"
"2008/2009","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","14630","","","","0"
"2008/2009","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","12717","","","","0"
"2008/2009","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","14030","","","","0"
"2008/2009","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","14212","","","","0"
"2008/2009","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","13982","","","","0"
