"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427578","7.9","20639","","","","0"
"2010/2011","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427563","7.10","20904","","","","0"
"2010/2011","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427564","7.11","17392","","","","0"
"2010/2011","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427565","7.12","47094","","","","0"
"2010/2011","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427566","7.13","78263","","","","0"
"2010/2011","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427567","7.14","15775","","","","0"
"2010/2011","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427568","7.15","29541","","","","0"
"2010/2011","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427569","7.16","47850","","","","0"
"2010/2011","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427570","7.17","16668","","","","0"
"2010/2011","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414720","8.19","11754","","","","0"
"2010/2011","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427579","8.1","8669","","","","0"
"2010/2011","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427584","8.2","11843","","","","0"
"2010/2011","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427585","8.3","10691","","","","0"
"2010/2011","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427586","8.4","10878","","","","0"
"2010/2011","Manitoba","2016A000246","Law","Current dollars","75","units","0","v74039603","8.5","","..","","","0"
"2010/2011","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427587","8.6","13172","","","","0"
"2010/2011","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427588","8.7","12171","","","","0"
"2010/2011","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","12085","","","","0"
"2010/2011","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16412","","","","0"
"2010/2011","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13391","","","","0"
"2010/2011","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","12735","","","","0"
"2010/2011","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13146","","","","0"
"2010/2011","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12662","","","","0"
"2010/2011","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","13815","","","","0"
"2010/2011","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","13175","","","","0"
"2010/2011","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","13284","","","","0"
"2010/2011","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","12469","","","","0"
"2010/2011","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","12888","","","","0"
"2010/2011","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","20982","","","","0"
"2010/2011","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","14571","","","","0"
"2010/2011","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","12884","","","","0"
"2010/2011","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","13068","","","","0"
"2010/2011","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","14583","","","","0"
"2010/2011","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427592","9.11","12691","","","","0"
"2010/2011","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","32960","","","","0"
"2010/2011","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2010/2011","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","13367","","","","0"
"2010/2011","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2010/2011","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","13360","","","","0"
"2010/2011","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","17652","","","","0"
"2010/2011","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17386","","","","0"
"2010/2011","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","14621","","","","0"
"2010/2011","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17175","","","","0"
"2010/2011","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","17166","","","","0"
"2010/2011","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","32601","","","","0"
"2010/2011","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","16169","","","","0"
"2010/2011","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17410","","","","0"
"2010/2011","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","16144","","","","0"
"2010/2011","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","19335","","","","0"
"2010/2011","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","17574","","","","0"
"2010/2011","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2010/2011","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","56001","","","","0"
"2010/2011","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19168","","","","0"
"2010/2011","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","17995","","","","0"
"2010/2011","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17419","","","","0"
"2010/2011","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","17170","","","","0"
"2010/2011","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","19259","","","","0"
"2010/2011","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","17029","","","","0"
"2010/2011","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","18077","","","","0"
"2010/2011","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","18454","","","","0"
"2010/2011","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","20789","","","","0"
"2010/2011","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","15053","","","","0"
"2010/2011","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","18970","","","","0"
"2010/2011","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","17310","","","","0"
"2010/2011","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","19161","","","","0"
"2010/2011","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","20457","","","","0"
"2010/2011","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","19883","","","","0"
"2010/2011","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","15908","","","","0"
"2010/2011","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18347","","","","0"
"2011/2012","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","17668","","","","0"
"2011/2012","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","13550","","","","0"
"2011/2012","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","15098","","","","0"
"2011/2012","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","16537","","","","0"
"2011/2012","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","16296","","","","0"
"2011/2012","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","22909","","","","0"
"2011/2012","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","17637","","","","0"
"2011/2012","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","18746","","","","0"
"2011/2012","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","18854","","","","0"
"2011/2012","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","19526","","","","0"
"2011/2012","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","17780","","","","0"
"2011/2012","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","16439","","","","0"
"2011/2012","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","42057","","","","0"
"2011/2012","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","35502","","","","0"
"2011/2012","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","14651","","","","0"
"2011/2012","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","27300","","","","0"
"2011/2012","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","49538","","","","0"
"2011/2012","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","16069","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","9758","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","","..","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","24251","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","10624","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","49863","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","12884","","","","0"
"2011/2012","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","8394","","","","0"
"2011/2012","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12683","","","","0"
"2011/2012","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12668","","","","0"
"2011/2012","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","12896","","","","0"
"2011/2012","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","12102","","","","0"
"2011/2012","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","13481","","","","0"
"2011/2012","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427532","4.8","13142","","","","0"
"2011/2012","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427533","4.9","14115","","","","0"
"2011/2012","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427520","4.10","14220","","","","0"
"2011/2012","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13851","","","","0"
"2011/2012","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","39739","","","","0"
"2011/2012","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","22931","","","","0"
"2011/2012","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","13109","","","","0"
"2011/2012","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427525","4.17","13791","","","","0"
"2011/2012","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414717","5.19","12100","","","","0"
"2011/2012","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427534","5.1","12632","","","","0"
"2011/2012","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427538","5.2","12023","","","","0"
"2011/2012","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427539","5.3","13023","","","","0"
"2011/2012","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427540","5.4","11546","","","","0"
"2011/2012","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427541","5.5","12430","","","","0"
"2011/2012","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427542","5.6","12037","","","","0"
"2011/2012","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427543","5.7","12250","","","","0"
"2011/2012","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427544","5.8","11301","","","","0"
"2011/2012","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427545","5.9","12095","","","","0"
"2011/2012","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427535","5.11","9668","","","","0"
"2011/2012","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427536","5.14","8823","","","","0"
"2011/2012","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427537","5.17","9666","","","","0"
"2011/2012","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414718","6.19","16362","","","","0"
"2011/2012","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","14562","","","","0"
"2011/2012","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","15483","","","","0"
"2011/2012","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","14562","","","","0"
"2011/2012","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","14581","","","","0"
"2011/2012","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","18932","","","","0"
"2011/2012","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","16980","","","","0"
"2011/2012","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","18611","","","","0"
"2011/2012","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","17097","","","","0"
"2011/2012","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","17681","","","","0"
"2011/2012","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","15680","","","","0"
"2011/2012","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","16246","","","","0"
"2011/2012","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","18969","","","","0"
"2011/2012","Quebec","2016A000224","Medicine","Current dollars","75","units","0","v62427550","6.13","15619","","","","0"
"2011/2012","Quebec","2016A000224","Nursing","Current dollars","75","units","0","v62427551","6.14","16047","","","","0"
"2011/2012","Quebec","2016A000224","Pharmacy","Current dollars","75","units","0","v62427552","6.15","14562","","","","0"
"2011/2012","Quebec","2016A000224","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427553","6.17","14562","","","","0"
"2011/2012","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414719","7.19","21037","","","","0"
"2011/2012","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427562","7.1","20662","","","","0"
"2011/2012","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427571","7.2","17468","","","","0"
"2011/2012","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427572","7.3","20501","","","","0"
"2011/2012","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427573","7.4","18550","","","","0"
"2011/2012","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427574","7.5","25419","","","","0"
"2011/2012","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427575","7.6","21765","","","","0"
"2011/2012","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427576","7.7","20613","","","","0"
"2011/2012","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427577","7.8","21101","","","","0"
"2011/2012","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427578","7.9","23975","","","","0"
"2011/2012","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427563","7.10","25505","","","","0"
"2011/2012","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427564","7.11","16425","","","","0"
"2011/2012","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427565","7.12","50721","","","","0"
"2011/2012","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427566","7.13","74302","","","","0"
"2011/2012","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427567","7.14","17251","","","","0"
"2011/2012","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427568","7.15","31227","","","","0"
"2011/2012","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427569","7.16","47850","","","","0"
"2011/2012","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427570","7.17","17463","","","","0"
"2011/2012","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414720","8.19","11815","","","","0"
"2011/2012","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427579","8.1","8797","","","","0"
"2011/2012","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427584","8.2","11976","","","","0"
"2011/2012","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427585","8.3","10794","","","","0"
"2011/2012","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427586","8.4","10983","","","","0"
"2011/2012","Manitoba","2016A000246","Law","Current dollars","75","units","0","v74039603","8.5","","..","","","0"
"2011/2012","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427587","8.6","13207","","","","0"
"2011/2012","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427588","8.7","12299","","","","0"
"2011/2012","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","12213","","","","0"
"2011/2012","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16048","","","","0"
"2011/2012","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13247","","","","0"
"2011/2012","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","12834","","","","0"
"2011/2012","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13426","","","","0"
"2011/2012","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12806","","","","0"
"2011/2012","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","14755","","","","0"
"2011/2012","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","14032","","","","0"
"2011/2012","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","14601","","","","0"
"2011/2012","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","12996","","","","0"
"2011/2012","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","13699","","","","0"
"2011/2012","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","22074","","","","0"
"2011/2012","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","15674","","","","0"
"2011/2012","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","13665","","","","0"
"2011/2012","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","14060","","","","0"
"2011/2012","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","15658","","","","0"
"2011/2012","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427592","9.11","12956","","","","0"
"2011/2012","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","32960","","","","0"
"2011/2012","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2011/2012","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","13686","","","","0"
"2011/2012","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2011/2012","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","14632","","","","0"
"2011/2012","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","18505","","","","0"
"2011/2012","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17447","","","","0"
"2011/2012","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","14739","","","","0"
"2011/2012","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17235","","","","0"
"2011/2012","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","17226","","","","0"
"2011/2012","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","33384","","","","0"
"2011/2012","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","18703","","","","0"
"2011/2012","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17471","","","","0"
"2011/2012","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","16201","","","","0"
"2011/2012","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","20424","","","","0"
"2011/2012","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","17636","","","","0"
"2011/2012","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2011/2012","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","56197","","","","0"
"2011/2012","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19235","","","","0"
"2011/2012","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","29830","","","","0"
"2011/2012","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17480","","","","0"
"2011/2012","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","18195","","","","0"
"2011/2012","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","20924","","","","0"
"2011/2012","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","13711","","","","0"
"2011/2012","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","19282","","","","0"
"2011/2012","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","19080","","","","0"
"2011/2012","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","21546","","","","0"
"2011/2012","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","16746","","","","0"
"2011/2012","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","19770","","","","0"
"2011/2012","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","18047","","","","0"
"2011/2012","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","19795","","","","0"
"2011/2012","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","21275","","","","0"
"2011/2012","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","20954","","","","0"
"2011/2012","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","17138","","","","0"
